bin_id,cycle_id,timestamp,fill_real,fill_pred,error_fill,time_to_90_real,time_to_90_pred,error_time_h,error_time_min
4782,92,2025-11-13 03:00:00,83.48,81.07913,2.4008713,9.0,8.014995,0.9850054,59.100323
5629,56,2025-11-13 04:00:00,90.52,89.37707,1.1429291,0.0,2.066406,2.066406,123.98436
4782,92,2025-11-13 04:00:00,84.14,82.149445,1.9905548,8.0,6.855126,1.1448741,68.692444
5685,124,2025-11-13 04:00:00,75.84,78.65714,2.8171463,11.0,9.190172,1.8098278,108.58967
5491,38,2025-11-13 04:00:00,91.51,91.30203,0.20796967,0.0,0.00410688,0.00410688,0.24641281
5685,124,2025-11-13 05:00:00,76.14,79.33896,3.1989594,10.000001,8.459682,1.5403185,92.41911
4782,92,2025-11-13 05:00:00,84.01,83.117935,0.89206696,7.0,6.1388016,0.8611984,51.671906
5629,56,2025-11-13 05:00:00,90.55,90.53392,0.016082764,0.0,0.8908267,0.8908267,53.4496
5629,56,2025-11-13 06:00:00,91.07,91.22451,0.1545105,0.0,0.08014536,0.08014536,4.8087215
5685,124,2025-11-13 06:00:00,76.9,79.75587,2.8558655,9.0,7.7894535,1.2105465,72.63279
4782,92,2025-11-13 06:00:00,84.84,84.107735,0.73226166,5.9999995,5.713263,0.2867365,17.20419
4782,92,2025-11-13 07:00:00,85.94,85.000114,0.939888,5.0,5.311351,0.31135082,18.68105
5685,124,2025-11-13 07:00:00,78.31,80.68172,2.3717194,8.0,7.121579,0.8784208,52.70525
4782,92,2025-11-13 08:00:00,87.02,85.81354,1.206459,4.0,4.355308,0.35530806,21.318483
4786,59,2025-11-13 08:00:00,79.14,76.968025,2.1719742,13.000001,10.16902,2.8309813,169.85887
5685,124,2025-11-13 08:00:00,79.79,82.07494,2.2849426,7.0,6.40718,0.59282017,35.56921
5685,124,2025-11-13 09:00:00,81.75,82.99791,1.2479095,5.9999995,5.745811,0.25418854,15.251312
4782,92,2025-11-13 09:00:00,88.3,87.85441,0.4455948,3.0,3.0861983,0.08619833,5.1719
4786,59,2025-11-13 09:00:00,80.14,77.27572,2.8642807,11.999999,9.887127,2.1128721,126.77232
5607,101,2025-11-13 10:00:00,70.26,75.34146,5.081459,13.000001,10.3326845,2.6673164,160.03899
5685,124,2025-11-13 10:00:00,83.29,84.52675,1.2367477,5.0,5.19012,0.19012022,11.407213
4782,92,2025-11-13 10:00:00,89.27,89.00412,0.26587677,2.0,2.434961,0.43496108,26.097664
4786,59,2025-11-13 10:00:00,81.12,77.82019,3.2998123,11.0,9.652778,1.3472223,80.83334
5685,124,2025-11-13 11:00:00,85.0,85.66404,0.6640396,4.0,4.3562374,0.3562374,21.374245
5607,101,2025-11-13 11:00:00,71.9,75.34298,3.442978,11.999999,10.202471,1.7975283,107.8517
4786,59,2025-11-13 11:00:00,82.06,78.79178,3.268219,10.000001,9.1539545,0.84604645,50.762787
4782,92,2025-11-13 11:00:00,90.63,89.92941,0.7005844,1.0,1.5801387,0.5801387,34.80832
4786,59,2025-11-13 12:00:00,83.13,80.093124,3.0368729,9.0,8.468163,0.53183746,31.910248
5685,124,2025-11-13 12:00:00,87.06,87.56766,0.5076599,3.0,3.238902,0.23890209,14.3341255
5607,101,2025-11-13 12:00:00,73.33,75.67525,2.3452454,11.0,10.064018,0.93598175,56.158905
4786,59,2025-11-13 13:00:00,83.76,81.47694,2.2830658,8.0,7.6563883,0.34361172,20.616703
5607,101,2025-11-13 13:00:00,75.0,76.18722,1.1872177,10.000001,9.84066,0.15934086,9.5604515
5685,124,2025-11-13 13:00:00,89.26,88.75041,0.50959015,2.0,2.6400306,0.6400306,38.401836
4786,59,2025-11-13 14:00:00,84.81,82.84504,1.9649582,7.0,6.513092,0.48690796,29.214478
5607,101,2025-11-13 14:00:00,76.52,77.13729,0.6172943,9.0,9.475701,0.47570133,28.54208
4786,59,2025-11-13 15:00:00,85.23,83.89837,1.3316345,5.9999995,5.8095055,0.19049406,11.429644
5607,101,2025-11-13 15:00:00,78.31,78.137794,0.17220306,8.0,8.998326,0.9983263,59.89958
5607,101,2025-11-13 16:00:00,79.66,79.666565,0.0065612793,7.0,7.971982,0.971982,58.31892
4786,59,2025-11-13 16:00:00,86.64,84.62831,2.0116882,5.0,5.190853,0.19085312,11.451187
4786,59,2025-11-13 17:00:00,87.41,85.668526,1.741478,4.0,4.4093766,0.40937662,24.562597
5607,101,2025-11-13 17:00:00,81.23,80.9488,0.28120422,5.9999995,6.921626,0.92162657,55.297592
4786,59,2025-11-13 18:00:00,88.5,86.76893,1.7310715,3.0,3.541459,0.5414591,32.487545
5607,101,2025-11-13 18:00:00,83.47,82.39306,1.0769424,5.0,6.098392,1.098392,65.90352
4786,59,2025-11-13 19:00:00,89.55,88.33642,1.2135849,2.0,2.9192681,0.91926813,55.15609
5607,101,2025-11-13 19:00:00,85.2,84.84671,0.35328674,4.0,5.1025624,1.1025624,66.15375
5607,101,2025-11-13 20:00:00,87.03,86.14006,0.88993835,3.0,4.1402764,1.1402764,68.41659
4786,59,2025-11-13 20:00:00,90.59,89.00695,1.583046,1.0,2.5455682,1.5455682,92.73409
5607,101,2025-11-13 21:00:00,88.65,87.17483,1.475174,2.0,3.5200105,1.5200105,91.20063
4786,59,2025-11-13 21:00:00,91.54,89.9555,1.5845032,0.0,1.651892,1.651892,99.11352
5607,101,2025-11-13 22:00:00,90.01,88.075165,1.9348373,1.0,2.9668865,1.9668865,118.01319
5607,101,2025-11-13 23:00:00,91.07,89.12284,1.9471588,0.0,2.196116,2.196116,131.76695
5271,152,2025-11-14 01:00:00,72.25,76.49033,4.2403336,13.000001,9.9061,3.0939007,185.63403
5271,152,2025-11-14 02:00:00,73.24,77.30942,4.06942,11.999999,9.463031,2.5369682,152.2181
5271,152,2025-11-14 03:00:00,73.5,78.42213,4.922127,11.0,8.88964,2.1103601,126.62161
5271,152,2025-11-14 04:00:00,74.12,79.31978,5.1997757,10.000001,8.196601,1.8034,108.204
5271,152,2025-11-14 05:00:00,75.0,80.37147,5.3714676,9.0,7.4800034,1.5199966,91.1998
5271,152,2025-11-14 06:00:00,76.15,81.4582,5.308197,8.0,6.799456,1.2005439,72.03263
5271,152,2025-11-14 07:00:00,77.76,82.23601,4.4760056,7.0,6.0654716,0.93452835,56.0717
5271,152,2025-11-14 08:00:00,80.04,83.151764,3.111763,5.9999995,5.508462,0.49153757,29.492254
5271,152,2025-11-14 09:00:00,82.22,84.19844,1.9784393,5.0,4.955321,0.044679165,2.68075
5271,152,2025-11-14 10:00:00,84.29,86.157715,1.8677139,4.0,4.1719875,0.17198753,10.319252
5271,152,2025-11-14 11:00:00,86.74,87.90142,1.1614227,3.0,2.8463354,0.15366459,9.219875
5271,152,2025-11-14 12:00:00,88.97,88.90596,0.06404114,2.0,2.1850793,0.18507934,11.10476
5685,125,2025-11-15 16:00:00,69.19,74.569046,5.3790436,13.000001,10.306558,2.6934433,161.6066
5685,125,2025-11-15 17:00:00,72.02,75.03372,3.0137253,11.999999,10.317431,1.6825676,100.954056
5685,125,2025-11-15 18:00:00,74.82,76.53701,1.7170105,11.0,10.1554365,0.8445635,50.67381
5685,125,2025-11-15 19:00:00,77.55,78.26328,0.7132797,10.000001,9.505655,0.49434566,29.66074
5685,125,2025-11-15 20:00:00,80.11,80.23591,0.1259079,9.0,8.381784,0.61821556,37.092934
5685,125,2025-11-15 21:00:00,82.38,81.645355,0.734642,8.0,7.3290987,0.6709013,40.254078
5685,125,2025-11-15 22:00:00,84.27,82.1132,2.1567993,7.0,6.732763,0.2672372,16.034231
5685,125,2025-11-15 23:00:00,85.85,83.43262,2.4173813,5.9999995,6.0517044,0.051704884,3.102293
5688,88,2025-11-15 23:00:00,80.88,79.169914,1.710083,13.000001,9.7973795,3.2026215,192.15729
5685,125,2025-11-16 00:00:00,87.29,85.42196,1.868042,5.0,5.251402,0.2514019,15.084114
5688,88,2025-11-16 00:00:00,81.54,80.30476,1.2352371,11.999999,9.231412,2.768587,166.11523
5271,153,2025-11-16 00:00:00,67.85,75.63739,7.7873917,13.000001,10.379215,2.6207857,157.24715
5271,153,2025-11-16 01:00:00,69.22,75.700226,6.4802246,11.999999,9.899087,2.100912,126.054726
5685,125,2025-11-16 01:00:00,88.22,86.94123,1.2787704,4.0,3.9009094,0.099090576,5.9454346
5688,88,2025-11-16 01:00:00,82.33,81.47107,0.8589325,11.0,8.654095,2.3459053,140.75432
5685,125,2025-11-16 02:00:00,88.95,87.7217,1.2282944,3.0,3.213037,0.21303701,12.782221
5688,88,2025-11-16 02:00:00,83.04,82.65399,0.38600922,10.000001,8.010137,1.9898643,119.39186
5271,153,2025-11-16 02:00:00,70.07,76.563774,6.4937744,11.0,9.352061,1.6479387,98.87633
5271,153,2025-11-16 03:00:00,71.11,77.57928,6.4692764,10.000001,8.66322,1.3367805,80.20683
5685,125,2025-11-16 03:00:00,89.43,88.89038,0.53961945,2.0,2.239364,0.23936391,14.361835
5688,88,2025-11-16 03:00:00,83.3,83.61338,0.31337738,9.0,7.3377495,1.6622505,99.73503
5373,74,2025-11-16 03:00:00,79.09,77.51755,1.5724487,13.000001,10.193145,2.8068562,168.41138
5685,125,2025-11-16 04:00:00,90.01,89.79565,0.21435547,1.0,1.3047857,0.30478573,18.287144
5688,88,2025-11-16 04:00:00,83.57,84.171906,0.6019058,8.0,6.7380943,1.2619057,75.71434
5271,153,2025-11-16 04:00:00,71.91,79.159584,7.2495804,9.0,7.708643,1.291357,77.48142
5373,74,2025-11-16 04:00:00,79.39,78.727844,0.66215515,11.999999,9.651987,2.348012,140.88072
5271,153,2025-11-16 05:00:00,72.59,80.85312,8.263123,8.0,6.8919263,1.1080737,66.48442
5685,125,2025-11-16 05:00:00,90.8,90.35591,0.4440918,0.0,0.66519034,0.66519034,39.91142
5688,88,2025-11-16 05:00:00,83.88,84.57876,0.698761,7.0,6.1467323,0.85326767,51.19606
5373,74,2025-11-16 05:00:00,79.81,79.59707,0.21292877,11.0,9.114342,1.8856583,113.139496
5271,153,2025-11-16 06:00:00,74.16,82.628265,8.468262,7.0,6.1528063,0.8471937,50.831623
5688,88,2025-11-16 06:00:00,84.67,85.34902,0.67902374,5.9999995,5.6815686,0.3184309,19.105854
5373,74,2025-11-16 06:00:00,80.25,80.7144,0.46440125,10.000001,8.426524,1.5734768,94.40861
5688,88,2025-11-16 07:00:00,85.66,85.55231,0.10769653,5.0,5.174783,0.17478323,10.486994
5373,74,2025-11-16 07:00:00,81.32,81.8087,0.48870087,9.0,7.4495144,1.5504856,93.02914
4782,93,2025-11-16 07:00:00,69.67,74.63318,4.9631805,13.000001,10.303444,2.696557,161.79343
5271,153,2025-11-16 07:00:00,76.25,84.61638,8.366379,5.9999995,5.443286,0.5567136,33.402817
5271,153,2025-11-16 08:00:00,79.04,85.50951,6.4695053,5.0,4.5322595,0.46774054,28.064432
5373,74,2025-11-16 08:00:00,82.19,82.47864,0.28863525,8.0,6.7942476,1.2057524,72.34514
5688,88,2025-11-16 08:00:00,86.91,86.40325,0.506752,4.0,4.382227,0.38222694,22.933617
4782,93,2025-11-16 08:00:00,69.78,75.10934,5.329338,11.999999,10.113877,1.8861217,113.167305
4782,93,2025-11-16 09:00:00,71.84,75.377235,3.537239,11.0,9.861979,1.1380215,68.28129
5271,153,2025-11-16 09:00:00,81.94,86.56337,4.6233673,4.0,3.7211075,0.27889252,16.733551
5373,74,2025-11-16 09:00:00,83.24,83.114876,0.12512207,7.0,6.2921796,0.7078204,42.469223
5688,88,2025-11-16 09:00:00,88.49,87.482834,1.007164,3.0,3.4140267,0.41402674,24.841604
5688,88,2025-11-16 10:00:00,89.77,88.8135,0.9564972,2.0,2.6515696,0.6515696,39.094177
5271,153,2025-11-16 10:00:00,84.73,88.07679,3.3467865,3.0,2.8285413,0.17145872,10.287523
5373,74,2025-11-16 10:00:00,84.39,84.18767,0.20233154,5.9999995,5.927896,0.0721035,4.32621
4782,93,2025-11-16 10:00:00,74.11,76.70183,2.5918274,10.000001,9.473398,0.52660275,31.596165
5271,153,2025-11-16 11:00:00,87.93,89.05634,1.1263428,2.0,2.1517432,0.15174317,9.10459
5373,74,2025-11-16 11:00:00,85.79,85.65414,0.13586426,5.0,5.283131,0.28313112,16.987867
4782,93,2025-11-16 11:00:00,75.14,78.75615,3.61615,9.0,8.616684,0.38331604,22.998962
5373,74,2025-11-16 12:00:00,87.23,86.8156,0.41440582,4.0,4.021705,0.02170515,1.302309
5607,102,2025-11-16 12:00:00,68.74,75.31696,6.5769653,13.000001,9.933742,3.0662594,183.97556
4782,93,2025-11-16 12:00:00,76.83,80.31481,3.4848099,8.0,7.549472,0.45052814,27.031689
5607,102,2025-11-16 13:00:00,70.54,75.38922,4.8492203,11.999999,9.761125,2.2388744,134.33246
5373,74,2025-11-16 13:00:00,88.56,88.15145,0.40854645,3.0,3.0360427,0.03604269,2.1625614
4782,93,2025-11-16 13:00:00,78.9,81.75749,2.8574905,7.0,6.815688,0.18431187,11.058712
5607,102,2025-11-16 14:00:00,72.48,75.96075,3.4807434,11.0,9.541152,1.458848,87.53088
4782,93,2025-11-16 14:00:00,81.77,82.93873,1.1687317,5.9999995,6.2402663,0.2402668,14.416008
5373,74,2025-11-16 14:00:00,89.78,89.29627,0.4837265,2.0,2.1967118,0.19671178,11.802707
5607,102,2025-11-16 15:00:00,74.02,76.880196,2.860199,10.000001,9.102539,0.8974619,53.847713
5607,102,2025-11-16 16:00:00,76.31,77.894745,1.5847473,9.0,8.503137,0.49686337,29.811802
4782,93,2025-11-16 16:00:00,83.53,83.985985,0.45598602,5.0,5.6741495,0.6741495,40.44897
5607,102,2025-11-16 17:00:00,77.8,79.770004,1.9700012,8.0,7.7249565,0.2750435,16.50261
4782,93,2025-11-16 17:00:00,85.35,85.88645,0.53645325,4.0,4.636021,0.63602114,38.16127
5607,102,2025-11-16 18:00:00,80.26,80.5441,0.28409576,7.0,7.075796,0.07579613,4.5477676
4782,93,2025-11-16 18:00:00,87.0,87.45563,0.45562744,3.0,3.4014091,0.40140915,24.084549
4782,93,2025-11-16 19:00:00,89.14,88.72557,0.4144287,2.0,2.6614816,0.6614816,39.688896
5607,102,2025-11-16 19:00:00,82.54,82.590576,0.050575256,5.9999995,6.3701687,0.37016916,22.21015
5607,102,2025-11-16 20:00:00,84.82,84.767204,0.05279541,5.0,5.6910954,0.69109535,41.46572
5607,102,2025-11-16 21:00:00,86.56,85.92491,0.63508606,4.0,4.9998884,0.9998884,59.993305
5607,102,2025-11-16 22:00:00,88.18,86.947845,1.2321548,3.0,3.7852583,0.7852583,47.115498
5607,102,2025-11-16 23:00:00,89.22,88.10295,1.1170502,2.0,3.000473,1.000473,60.02838
5607,102,2025-11-17 00:00:00,90.09,89.43823,0.6517639,1.0,1.9408288,0.9408288,56.44973
5607,102,2025-11-17 01:00:00,91.03,90.44445,0.5855484,0.0,0.8290396,0.8290396,49.742374
4783,73,2025-11-17 02:00:00,81.08,77.870224,3.2097778,13.000001,10.413834,2.5861673,155.17004
5607,102,2025-11-17 02:00:00,91.62,90.85381,0.7661896,0.0,0.16939124,0.16939124,10.163475
4783,73,2025-11-17 03:00:00,81.76,78.46534,3.2946625,11.999999,10.058706,1.9412928,116.47757
5684,60,2025-11-17 04:00:00,82.59,82.88537,0.295372,13.000001,9.382102,3.617899,217.07394
4783,73,2025-11-17 04:00:00,82.27,79.325226,2.9447708,11.0,9.577964,1.4220362,85.322174
5684,60,2025-11-17 05:00:00,83.14,83.979546,0.8395462,11.999999,8.514926,3.485073,209.10439
4783,73,2025-11-17 05:00:00,82.6,80.26736,2.3326416,10.000001,8.786662,1.2133389,72.80033
5684,60,2025-11-17 06:00:00,83.32,84.88765,1.5676498,11.0,7.2166147,3.7833853,227.00311
4783,73,2025-11-17 06:00:00,82.93,81.47404,1.4559631,9.0,7.694745,1.3052549,78.31529
4783,73,2025-11-17 07:00:00,83.47,82.57339,0.8966141,8.0,6.7784996,1.2215004,73.29002
5684,60,2025-11-17 07:00:00,83.91,86.01301,2.1030045,10.000001,6.2521257,3.7478752,224.87251
4783,73,2025-11-17 08:00:00,84.05,83.334816,0.7151871,7.0,6.2666373,0.7333627,44.001762
5684,60,2025-11-17 08:00:00,84.19,86.24037,2.0503693,9.0,5.763638,3.236362,194.18172
4783,73,2025-11-17 09:00:00,85.1,84.10687,0.9931259,5.9999995,5.8179407,0.18205881,10.923529
5684,60,2025-11-17 09:00:00,84.77,86.351265,1.5812683,8.0,5.4295554,2.5704446,154.22667
4783,73,2025-11-17 10:00:00,86.34,85.187164,1.152832,5.0,5.270805,0.27080488,16.248293
5684,60,2025-11-17 10:00:00,85.54,86.714005,1.1740036,7.0,4.8512354,2.1487646,128.92587
4783,73,2025-11-17 11:00:00,87.5,86.122154,1.3778458,4.0,4.104578,0.10457802,6.274681
5684,60,2025-11-17 11:00:00,86.55,87.06563,0.515625,5.9999995,4.223906,1.7760935,106.56561
4783,73,2025-11-17 12:00:00,88.79,87.62178,1.1682205,3.0,3.2802982,0.28029823,16.817894
5684,60,2025-11-17 12:00:00,87.2,88.04325,0.8432541,5.0,3.0616193,1.9383807,116.30284
4783,73,2025-11-17 13:00:00,89.33,88.825264,0.50473785,2.0,2.650088,0.6500881,39.005283
5684,60,2025-11-17 13:00:00,87.91,88.82753,0.91752625,4.0,2.5104415,1.4895585,89.373505
5684,60,2025-11-17 14:00:00,88.81,89.411285,0.60128784,3.0,2.0105073,0.98949265,59.36956
4783,73,2025-11-17 14:00:00,90.88,89.66801,1.2119904,1.0,1.9039018,0.9039018,54.234108
5684,60,2025-11-17 15:00:00,89.98,90.13069,0.15068817,2.0,1.3871977,0.61280227,36.768135
5684,60,2025-11-17 16:00:00,90.3,90.573845,0.27384186,1.0,0.87536156,0.12463844,7.4783063
5490,53,2025-11-17 22:00:00,84.91,78.39124,6.5187607,13.000001,10.743913,2.2560883,135.3653
5490,53,2025-11-17 23:00:00,85.47,78.820885,6.6491165,11.999999,10.5660305,1.4339685,86.03812
5490,53,2025-11-18 00:00:00,85.88,79.61348,6.2665176,11.0,10.265386,0.7346144,44.076862
5490,53,2025-11-18 01:00:00,86.23,80.28753,5.9424744,10.000001,9.874867,0.12513351,7.508011
5490,53,2025-11-18 02:00:00,86.72,81.14974,5.570259,9.0,9.304634,0.3046341,18.278046
5490,53,2025-11-18 03:00:00,86.73,82.41339,4.3166122,8.0,8.498817,0.49881744,29.929047
5490,53,2025-11-18 04:00:00,86.67,83.3778,3.2921982,7.0,7.547179,0.5471792,32.830753
5490,53,2025-11-18 05:00:00,87.01,84.20329,2.8067093,5.9999995,6.6033597,0.6033602,36.20161
5490,53,2025-11-18 06:00:00,87.72,84.83105,2.8889542,5.0,5.99433,0.9943299,59.659798
5685,126,2025-11-18 07:00:00,66.25,74.66236,8.412361,13.000001,10.542692,2.4573088,147.43852
5490,53,2025-11-18 07:00:00,87.81,85.64962,2.1603775,4.0,5.585527,1.585527,95.131615
5685,126,2025-11-18 08:00:00,67.16,74.9292,7.7691956,11.999999,10.365381,1.6346178,98.07707
5490,53,2025-11-18 08:00:00,88.63,85.695694,2.9343033,3.0,4.915404,1.9154038,114.92423
5685,126,2025-11-18 09:00:00,68.89,74.94939,6.059387,11.0,10.018334,0.9816656,58.899937
5490,53,2025-11-18 09:00:00,89.15,86.942986,2.207016,2.0,3.608996,1.6089959,96.53976
5685,126,2025-11-18 10:00:00,70.35,75.741066,5.3910675,10.000001,9.601556,0.39844513,23.906708
5490,53,2025-11-18 10:00:00,90.03,88.31861,1.7113876,1.0,2.9898295,1.9898295,119.38977
5685,126,2025-11-18 11:00:00,72.26,76.8219,4.5618973,9.0,9.015041,0.015041351,0.9024811
5490,53,2025-11-18 11:00:00,90.68,88.8956,1.7844009,0.0,2.6450193,2.6450193,158.70116
5685,126,2025-11-18 12:00:00,74.83,78.48526,3.6552582,8.0,8.132419,0.13241863,7.945118
5685,126,2025-11-18 13:00:00,76.63,80.603195,3.973198,7.0,7.029914,0.029913902,1.7948341
5685,126,2025-11-18 14:00:00,78.52,81.714806,3.194809,5.9999995,6.195027,0.19502735,11.701641
5685,126,2025-11-18 15:00:00,80.23,83.03301,2.803009,5.0,5.5988274,0.59882736,35.92964
5685,126,2025-11-18 16:00:00,82.26,84.534004,2.274002,4.0,4.981212,0.98121214,58.872726
5685,126,2025-11-18 17:00:00,84.98,85.571754,0.5917511,3.0,4.4925423,1.4925423,89.552536
5685,126,2025-11-18 18:00:00,87.03,87.54458,0.5145798,2.0,3.3347077,1.3347077,80.082466
5685,126,2025-11-18 19:00:00,90.12,88.736115,1.3838882,1.0,2.6804526,1.6804526,100.827156
4786,60,2025-11-19 01:00:00,83.17,77.51381,5.656189,13.000001,10.452181,2.54782,152.8692
4786,60,2025-11-19 02:00:00,83.81,78.08825,5.7217484,11.999999,10.162799,1.8372002,110.23201
4786,60,2025-11-19 03:00:00,84.05,78.88937,5.1606293,11.0,9.810728,1.1892719,71.356316
5266,61,2025-11-19 03:00:00,82.29,77.707596,4.582405,13.000001,10.264083,2.735918,164.15509
5266,61,2025-11-19 04:00:00,82.1,78.13345,3.966545,11.999999,9.929934,2.0700655,124.20393
4786,60,2025-11-19 04:00:00,83.84,79.70377,4.136223,10.000001,9.279215,0.7207861,43.247166
5266,61,2025-11-19 05:00:00,82.92,78.523125,4.3968735,11.0,9.56034,1.4396601,86.37961
4786,60,2025-11-19 05:00:00,84.05,80.249245,3.8007584,9.0,8.680649,0.3193512,19.161072
5266,61,2025-11-19 06:00:00,83.28,79.17262,4.107376,10.000001,9.095595,0.9044056,54.264336
4786,60,2025-11-19 06:00:00,84.66,81.047615,3.6123886,8.0,7.961252,0.038747787,2.3248672
5266,61,2025-11-19 07:00:00,83.45,79.85162,3.5983734,9.0,8.496363,0.5036373,30.218239
4786,60,2025-11-19 07:00:00,84.79,81.87325,2.916748,7.0,7.2281294,0.22812939,13.687763
5266,61,2025-11-19 08:00:00,84.4,80.780426,3.6195755,8.0,7.9369564,0.063043594,3.7826157
4786,60,2025-11-19 08:00:00,86.12,82.773674,3.3463287,5.9999995,6.5108747,0.5108752,30.652514
4786,60,2025-11-19 09:00:00,86.9,83.95036,2.9496384,5.0,5.7994776,0.7994776,47.968655
5266,61,2025-11-19 09:00:00,85.09,81.88414,3.2058563,7.0,7.0318317,0.03183174,1.9099045
4786,60,2025-11-19 10:00:00,87.18,84.810196,2.3698044,4.0,5.1938186,1.1938186,71.62911
5266,61,2025-11-19 10:00:00,86.02,83.086464,2.9335327,5.9999995,6.234353,0.23435354,14.061213
4786,60,2025-11-19 11:00:00,88.15,85.68341,2.466591,3.0,4.393822,1.3938222,83.62933
5266,61,2025-11-19 11:00:00,86.75,84.067245,2.6827545,5.0,5.422797,0.4227972,25.367832
5266,61,2025-11-19 12:00:00,87.56,85.31279,2.2472076,4.0,4.8852825,0.8852825,53.11695
4786,60,2025-11-19 12:00:00,89.3,87.6962,1.6038055,2.0,3.241881,1.2418809,74.512856
5688,89,2025-11-19 13:00:00,75.63,76.25604,0.6260452,13.000001,9.985937,3.0140638,180.84383
5266,61,2025-11-19 13:00:00,88.37,86.362465,2.0075378,3.0,3.8321853,0.83218527,49.931114
4786,60,2025-11-19 13:00:00,90.64,88.88365,1.7563477,1.0,2.6584752,1.6584752,99.50851
5688,89,2025-11-19 14:00:00,76.84,77.24812,0.40812683,11.999999,9.760845,2.2391539,134.34923
5266,61,2025-11-19 14:00:00,89.2,88.14519,1.0548096,2.0,3.049099,1.049099,62.94594
4786,60,2025-11-19 14:00:00,90.61,89.43901,1.17099,0.0,2.232796,2.232796,133.96776
5688,89,2025-11-19 15:00:00,77.7,77.82754,0.12754059,11.0,9.45524,1.5447598,92.685585
5266,61,2025-11-19 15:00:00,90.14,88.9152,1.2248001,1.0,2.6555343,1.6555343,99.332054
5688,89,2025-11-19 16:00:00,78.69,78.42717,0.26283264,10.000001,9.218138,0.7818632,46.911793
5266,61,2025-11-19 16:00:00,90.8,89.73119,1.0688095,0.0,1.9989214,1.9989214,119.93529
5688,89,2025-11-19 17:00:00,80.72,79.101204,1.6187973,9.0,8.653603,0.3463974,20.783844
5688,89,2025-11-19 18:00:00,82.26,80.61612,1.6438828,8.0,7.976841,0.023159027,1.3895416
5688,89,2025-11-19 19:00:00,83.81,81.20804,2.6019592,7.0,7.0412035,0.0412035,2.47221
5688,89,2025-11-19 20:00:00,85.36,81.922134,3.4378662,5.9999995,6.0999165,0.099916935,5.995016
5688,89,2025-11-19 21:00:00,86.74,84.613655,2.1263428,5.0,5.3022037,0.30220366,18.13222
5688,89,2025-11-19 22:00:00,87.79,85.92199,1.8680115,4.0,4.705326,0.7053261,42.319565
5688,89,2025-11-19 23:00:00,88.8,86.68166,2.1183395,3.0,4.124945,1.1249452,67.49671
5688,89,2025-11-20 00:00:00,89.36,87.46211,1.8978882,2.0,3.419335,1.4193349,85.160095
5607,103,2025-11-20 01:00:00,78.84,77.56161,1.278389,13.000001,10.46638,2.5336208,152.01724
5688,89,2025-11-20 01:00:00,90.32,87.83062,2.48938,1.0,3.0511684,2.0511684,123.07011
5607,103,2025-11-20 02:00:00,79.24,78.1568,1.0831985,11.999999,10.098038,1.9019613,114.117676
5688,89,2025-11-20 02:00:00,89.92,88.50862,1.411377,0.0,2.7517128,2.7517128,165.10277
5607,103,2025-11-20 03:00:00,79.69,78.60765,1.0823517,11.0,9.587221,1.4127789,84.76673
4782,94,2025-11-20 03:00:00,78.59,77.7608,0.8291931,13.000001,10.295179,2.7048216,162.28929
5688,89,2025-11-20 03:00:00,90.8,89.27153,1.5284729,1.0,2.00302,1.00302,60.181202
5607,103,2025-11-20 04:00:00,79.89,79.05233,0.8376694,10.000001,8.78949,1.2105112,72.63068
4782,94,2025-11-20 04:00:00,78.46,78.114456,0.3455429,11.999999,9.878461,2.1215382,127.29229
5688,89,2025-11-20 04:00:00,91.25,90.29327,0.9567337,0.0,0.895177,0.895177,53.71062
5607,103,2025-11-20 05:00:00,80.58,79.61538,0.9646225,9.0,8.059507,0.94049263,56.429558
4782,94,2025-11-20 05:00:00,79.13,78.2626,0.8673935,11.0,9.343251,1.6567488,99.40492
5607,103,2025-11-20 06:00:00,81.17,80.77389,0.39611053,8.0,7.215907,0.7840929,47.045574
4782,94,2025-11-20 06:00:00,79.72,78.77498,0.9450226,10.000001,8.632432,1.367569,82.05414
5607,103,2025-11-20 07:00:00,82.26,82.01633,0.24367523,7.0,6.485388,0.5146122,30.876732
4782,94,2025-11-20 07:00:00,80.79,79.538605,1.2513962,9.0,8.00659,0.9934101,59.604607
4782,94,2025-11-20 08:00:00,81.93,81.07768,0.8523178,8.0,7.088026,0.91197395,54.718437
5271,155,2025-11-20 08:00:00,59.91,74.64924,14.739239,13.000001,10.110507,2.889494,173.36963
5607,103,2025-11-20 08:00:00,83.63,83.38054,0.24945831,5.9999995,5.7994614,0.20053816,12.0322895
5271,155,2025-11-20 09:00:00,61.97,74.74821,12.778206,11.999999,9.923442,2.0765572,124.59343
4782,94,2025-11-20 09:00:00,82.87,82.46362,0.4063797,7.0,6.1969514,0.8030486,48.182915
5607,103,2025-11-20 09:00:00,84.83,84.59871,0.23129272,5.0,5.3024087,0.3024087,18.144522
5607,103,2025-11-20 10:00:00,86.22,85.581436,0.63856506,4.0,4.441435,0.44143486,26.486092
4782,94,2025-11-20 10:00:00,84.12,83.770905,0.3490982,5.9999995,5.555996,0.44400358,26.640215
5271,155,2025-11-20 10:00:00,64.13,74.8844,10.754402,11.0,9.649088,1.3509121,81.054726
4782,94,2025-11-20 11:00:00,85.41,84.978455,0.43154907,5.0,5.026102,0.026102066,1.566124
5607,103,2025-11-20 11:00:00,87.66,86.98854,0.671463,3.0,3.4795222,0.47952223,28.771334
